source,relation_type,target,source_name,target_name
2385,paper_cite_paper,2408,Non-local sparse models for image restoration,Online dictionary learning for sparse coding
2387,paper_cite_paper,3248,Multi-task feature learning via efficient l 2 1 -norm minimization,The Group-Lasso for generalized linear models: uniqueness of solutions and efficient algorithms
2388,paper_cite_paper,2500,Dealing with non-stationary environments using context detection,Predictive state representations: a new theory for modeling dynamical systems
2388,paper_cite_paper,478,Dealing with non-stationary environments using context detection,Reinforcement Learning with a Hierarchy of Abstract Models
2392,paper_cite_paper,341,Improving text retrieval for the routing problem using latent semantic indexing,Using statistical testing in the evaluation of retrieval experiments
2392,paper_cite_paper,4693,Improving text retrieval for the routing problem using latent semantic indexing,Using the cosine measure in a neural network for document retrieval
2392,paper_cite_paper,401,Improving text retrieval for the routing problem using latent semantic indexing,Latent semantic indexing is an optimal special case of multidimensional scaling
2392,paper_cite_paper,3407,Improving text retrieval for the routing problem using latent semantic indexing,Concept based query expansion
2392,paper_cite_paper,18,Improving text retrieval for the routing problem using latent semantic indexing,Computation of term associations by a neural network
2393,paper_cite_paper,3673,Online auctions with re-usable goods,An MDP-Based Approach to Online Mechanism Design
2393,paper_cite_paper,1860,Online auctions with re-usable goods,Mechanism design for online real-time scheduling
2393,paper_cite_paper,4864,Online auctions with re-usable goods,Adaptive limited-supply online auctions
2394,paper_cite_paper,1205,A POMDP formulation of preference elicitation problems,Approximating optimal policies for partially observable stochastic domains
2394,paper_cite_paper,2904,A POMDP formulation of preference elicitation problems,Solving POMDPs by searching in policy space
2394,paper_cite_paper,1485,A POMDP formulation of preference elicitation problems,Monte Carlo POMDPs
2394,paper_cite_paper,2488,A POMDP formulation of preference elicitation problems,UCP-Networks: A Directed Graphical Representation of Conditional Utilities
2395,paper_cite_paper,464,Sparse image coding using a 3D non-negative tensor factorization,When Does Non-Negative Matrix Factorization Give a Correct Decomposition into Parts?
2395,paper_cite_paper,1571,Sparse image coding using a 3D non-negative tensor factorization,Non-negative tensor factorization with applications to statistics and computer vision
2396,paper_cite_paper,2471,Exploiting social relations for query expansion and result ranking,Scaling personalized web search
2397,paper_cite_paper,2154,An efficient method for simplifying support vector machines,A training algorithm for optimal margin classifiers
2397,paper_cite_paper,4325,An efficient method for simplifying support vector machines,Simplified Support Vector Decision Rules
2398,paper_cite_paper,1531,Multiagent Planning with Factored MDPs,Learning to cooperate via policy search
2398,paper_cite_paper,1675,Multiagent Planning with Factored MDPs,Max-norm Projections for Factored MDPs
2398,paper_cite_paper,580,Multiagent Planning with Factored MDPs,Distributed Value Functions
2398,paper_cite_paper,1365,Multiagent Planning with Factored MDPs,Policy iteration for factored MDPs
2398,paper_cite_paper,2863,Multiagent Planning with Factored MDPs,Computing factored value functions for policies in structured MDPs
2402,paper_cite_paper,447,A transformational characterization of equivalent Bayesian network structures,Equivalence and synthesis of causal models
2406,paper_cite_paper,621,Face recognition with contiguous occlusion using markov random fields,Sparse Signal Recovery Using Markov Random Fields
2407,paper_cite_paper,888,Predicting task execution time on handheld devices using the keystroke-level model,Simple cognitive modeling in a complex cognitive architecture
2407,paper_cite_paper,1277,Predicting task execution time on handheld devices using the keystroke-level model,Predictive human performance modeling made easy
2408,paper_cite_paper,1983,Online dictionary learning for sparse coding,Efficient sparse coding algorithms
2408,paper_cite_paper,3172,Online dictionary learning for sparse coding,Self-taught learning: transfer learning from unlabeled data
2410,paper_cite_paper,1761,A generative constituent-context model for improved grammar induction,Inside-outside reestimation from partially bracketed corpora
2410,paper_cite_paper,3024,A generative constituent-context model for improved grammar induction,Natural Language Grammar Induction Using a Constituent-Context Model
2410,paper_cite_paper,1208,A generative constituent-context model for improved grammar induction,Bayesian grammar induction for language modeling
2413,paper_cite_paper,1807,A regression framework for learning ranking functions using relative relevance judgments,Subset ranking using regression
2413,paper_cite_paper,3545,A regression framework for learning ranking functions using relative relevance judgments,Learning to rank using gradient descent
2414,paper_cite_paper,796,Object categorization by learned universal visual dictionary,Texture-based image retrieval without segmentation
2414,paper_cite_paper,4179,Object categorization by learned universal visual dictionary,A Bayesian approach to unsupervised one-shot learning of object categories
2415,paper_cite_paper,2993,Shape from texture and integrability,Textons contours and regions: cue integration in image segmentation
2416,paper_cite_paper,4417,Fundamental Limitations of Spectral Clustering,Data Clustering by Markovian Relaxation and the Information Bottleneck Method
2416,paper_cite_paper,2364,Fundamental Limitations of Spectral Clustering,Multiclass spectral clustering
2416,paper_cite_paper,382,Fundamental Limitations of Spectral Clustering,Self-Tuning Spectral Clustering
2416,paper_cite_paper,307,Fundamental Limitations of Spectral Clustering,Diffusion Maps Spectral Clustering and Eigenfunctions of Fokker-Planck operators
2416,paper_cite_paper,4835,Fundamental Limitations of Spectral Clustering,Spectral Kernel Methods for Clustering
2416,paper_cite_paper,1577,Fundamental Limitations of Spectral Clustering,On Spectral Clustering: Analysis and an algorithm
2416,paper_cite_paper,3227,Fundamental Limitations of Spectral Clustering,Texture segmentation by multiscale aggregation of filter responses and shape elements
2418,paper_cite_paper,2870,Content-boosted collaborative filtering for improved recommendations,An algorithmic framework for performing collaborative filtering
2418,paper_cite_paper,4690,Content-boosted collaborative filtering for improved recommendations,Recommendation as classification: using social and content-based information in recommendation
2418,paper_cite_paper,1369,Content-boosted collaborative filtering for improved recommendations,Combining collaborative filtering with personal agents for better recommendations
2419,paper_cite_paper,3781,XR-tree: indexing XML data for efficient structural joins,Optimal dynamic interval management in external memory
2419,paper_cite_paper,2967,XR-tree: indexing XML data for efficient structural joins,On supporting containment queries in relational database management systems
2420,paper_cite_paper,1516,AI planning versus manufacturing-operation planning: a case study,HTN planning: complexity and expressivity
2421,paper_cite_paper,2894,Transductive support vector machines for structured variables,Transductive Inference for Text Classification using Support Vector Machines
2421,paper_cite_paper,3207,Transductive support vector machines for structured variables,Semi-supervised learning for structured output variables
2421,paper_cite_paper,3175,Transductive support vector machines for structured variables,Discriminative unsupervised learning of structured predictors
2421,paper_cite_paper,4686,Transductive support vector machines for structured variables,Hidden Markov Support Vector Machines
2421,paper_cite_paper,421,Transductive support vector machines for structured variables,Kernel conditional random fields: representation and clique selection
2421,paper_cite_paper,4757,Transductive support vector machines for structured variables,Beyond the point cloud: from transductive to semi-supervised learning
2421,paper_cite_paper,252,Transductive support vector machines for structured variables,Maximum Margin Semi-Supervised Learning for Structured Variables
2421,paper_cite_paper,3061,Transductive support vector machines for structured variables,Support vector machine learning for interdependent and structured output spaces
2421,paper_cite_paper,856,Transductive support vector machines for structured variables,Max-margin Markov networks
2422,paper_cite_paper,4996,Real-time control of physically based simulations using gentle forces,Composable controllers for physics-based character animation
2422,paper_cite_paper,3138,Real-time control of physically based simulations using gentle forces,Adapting simulated behaviors for new characters
2422,paper_cite_paper,257,Real-time control of physically based simulations using gentle forces,Real-Time subspace integration for St. Venant-Kirchhoff deformable models
2422,paper_cite_paper,2005,Real-time control of physically based simulations using gentle forces,Efficient synthesis of physically valid human motion
2422,paper_cite_paper,2576,Real-time control of physically based simulations using gentle forces,Physically based motion transformation
2423,paper_cite_paper,1455,Adaptive stream resource management using Kalman Filters,Neural Decoding of Cursor Motion Using a Kalman Filter
2423,paper_cite_paper,1239,Adaptive stream resource management using Kalman Filters,Adaptive filters for continuous queries over distributed data streams
2425,paper_cite_paper,1146,LDC: enabling search by partial distance in a hyper-dimensional space,BIRCH: an efficient data clustering method for very large databases
2425,paper_cite_paper,3263,LDC: enabling search by partial distance in a hyper-dimensional space,Independent quantization: an index compression technique for high-dimensional data spaces
2425,paper_cite_paper,3266,LDC: enabling search by partial distance in a hyper-dimensional space,An adaptive and efficient dimensionality reduction algorithm for high-dimensional indexing
2425,paper_cite_paper,1290,LDC: enabling search by partial distance in a hyper-dimensional space,Efficient k-NN search on vertically decomposed data
2427,paper_cite_paper,1937,An interface for creating and manipulating curves using a high degree-of-freedom curve input device,The Rockin'Mouse: integral 3D manipulation on a plane
2428,paper_cite_paper,3418,Semantic Kernels for Text Classification Based on Topological Measures of Feature Similarity,Question classification using support vector machines
2428,paper_cite_paper,4203,Semantic Kernels for Text Classification Based on Topological Measures of Feature Similarity,Text classification by boosting weak learners based on terms and concepts
2429,paper_cite_paper,240,cdec: A Decoder‚ Alignment‚ and Learning framework for finite−state and context−free translation models,Minimum error rate training in statistical machine translation
2430,paper_cite_paper,3407,An effective approach to document retrieval via utilizing WordNet and recognizing phrases,Concept based query expansion
2432,paper_cite_paper,2310,Improved Nyström low-rank approximation and error analysis,Predictive low-rank decomposition for kernel methods
2432,paper_cite_paper,3042,Improved Nyström low-rank approximation and error analysis,Fast Sparse Gaussian Process Methods: The Informative Vector Machine
2432,paper_cite_paper,2541,Improved Nyström low-rank approximation and error analysis,The Effect of the Input Density Distribution on Kernel-based Classifiers
2432,paper_cite_paper,222,Improved Nyström low-rank approximation and error analysis,Using the Nystroem Method to Speed Up Kernel Machines
2434,paper_cite_paper,2364,A Local Learning Approach for Clustering,Multiclass spectral clustering
2434,paper_cite_paper,1577,A Local Learning Approach for Clustering,On Spectral Clustering: Analysis and an algorithm
2434,paper_cite_paper,353,A Local Learning Approach for Clustering,Maximum Margin Clustering
2437,paper_cite_paper,28,Attribute and simile classifiers for face verification,Experiments with a new boosting algorithm
2437,paper_cite_paper,4144,Attribute and simile classifiers for face verification,A Study of Face Recognition as People Age
2437,paper_cite_paper,2719,Attribute and simile classifiers for face verification,SexNet: A neural network identifies sex from human faces
2438,paper_cite_paper,994,Improved sampling of the Pareto-front in multiobjective genetic optimizations by steady-state evolution: a Pareto converging genetic algorithm,Muiltiobjective optimization using nondominated sorting in genetic algorithms
2438,paper_cite_paper,3121,Improved sampling of the Pareto-front in multiobjective genetic optimizations by steady-state evolution: a Pareto converging genetic algorithm,Approximating the Nondominated Front Using the Pareto Archived Evolution Strategy
2438,paper_cite_paper,4022,Improved sampling of the Pareto-front in multiobjective genetic optimizations by steady-state evolution: a Pareto converging genetic algorithm,Multi-objective genetic algorithms: Problem difficulties and construction of test problems
2438,paper_cite_paper,4324,Improved sampling of the Pareto-front in multiobjective genetic optimizations by steady-state evolution: a Pareto converging genetic algorithm,An overview of evolutionary algorithms in multiobjective optimization
2439,paper_cite_paper,333,An importance sampling algorithm based on evidence pre-propagation,Backward Simulation in Bayesian Networks
2439,paper_cite_paper,3991,An importance sampling algorithm based on evidence pre-propagation,Simulation Approaches to General Probabilistic Inference on Belief Networks
2439,paper_cite_paper,4905,An importance sampling algorithm based on evidence pre-propagation,Knowledge engineering for large belief networks
2439,paper_cite_paper,2587,An importance sampling algorithm based on evidence pre-propagation,Loopy belief propagation for approximate inference: an empirical study
2440,paper_cite_paper,1915,Multiagent reinforcement learning and self-organization in a network of agents,Packet Routing in Dynamically Changing Networks: A Reinforcement Learning Approach
2440,paper_cite_paper,4216,Multiagent reinforcement learning and self-organization in a network of agents,Learning the task allocation game
2440,paper_cite_paper,1187,Multiagent reinforcement learning and self-organization in a network of agents,Behavior transfer for value-function-based reinforcement learning
2441,paper_cite_paper,3219,Toward an Architecture for Never-Ending Language Learning,Guiding Semi-Supervision with Constraint-Driven Learning
2441,paper_cite_paper,1588,Toward an Architecture for Never-Ending Language Learning,A Probabilistic Model of Redundancy in Information Extraction
2441,paper_cite_paper,210,Toward an Architecture for Never-Ending Language Learning,Unsupervised Models for Named Entity Classification
2441,paper_cite_paper,127,Toward an Architecture for Never-Ending Language Learning,Unsupervised word sense disambiguation rivaling supervised methods
2443,paper_cite_paper,2196,Fast multiple object tracking via a hierarchical particle filter,A SNoW-Based Face Detector
2443,paper_cite_paper,1314,Fast multiple object tracking via a hierarchical particle filter,A probabilistic exclusion principle for tracking multiple objects
2443,paper_cite_paper,4440,Fast multiple object tracking via a hierarchical particle filter,FloatBoost Learning for Classification
2443,paper_cite_paper,3977,Fast multiple object tracking via a hierarchical particle filter,Fast pose estimation with parameter-sensitive hashing
2443,paper_cite_paper,3969,Fast multiple object tracking via a hierarchical particle filter,A sparse probabilistic learning algorithm for real-time tracking
2445,paper_cite_paper,406,Best Arm Identification in Multi-Armed Bandits,Empirical Bernstein stopping
2446,paper_cite_paper,945,Regularized clustering for documents,Spectral Relaxation for K-means Clustering
2446,paper_cite_paper,2364,Regularized clustering for documents,Multiclass spectral clustering
2446,paper_cite_paper,2971,Regularized clustering for documents,The Relationships Among Various Nonnegative Matrix Factorization Methods for Clustering
2446,paper_cite_paper,2434,Regularized clustering for documents,A Local Learning Approach for Clustering
2446,paper_cite_paper,4151,Regularized clustering for documents,Distributional clustering of words for text classification
2446,paper_cite_paper,1437,Regularized clustering for documents,Learning with Local and Global Consistency
2446,paper_cite_paper,1577,Regularized clustering for documents,On Spectral Clustering: Analysis and an algorithm
2446,paper_cite_paper,382,Regularized clustering for documents,Self-Tuning Spectral Clustering
2446,paper_cite_paper,1656,Regularized clustering for documents,Document clustering with cluster refinement and model selection capabilities
2446,paper_cite_paper,4316,Regularized clustering for documents,A min-max cut algorithm for graph partitioning and data clustering
2447,paper_cite_paper,1441,Combining labeled and unlabeled data for text classification with a large number of categories,Using Error-Correcting Codes for Text Classification
2447,paper_cite_paper,4097,Combining labeled and unlabeled data for text classification with a large number of categories,Hypertext Categorization using Hyperlink Patterns and Meta Data
2448,paper_cite_paper,455,Runtime Analysis of the ( μ +1) EA on Simple Pseudo-Boolean Functions,Rigorous Hitting Times for Binary Mutations
2448,paper_cite_paper,2628,Runtime Analysis of the ( μ +1) EA on Simple Pseudo-Boolean Functions,On the Choice of the Offspring Population Size in Evolutionary Algorithms
2449,paper_cite_paper,2080,Incremental Learning for Visual Tracking,EM algorithms for PCA and SPCA
2450,paper_cite_paper,2867,Tractable inference for complex stochastic processes,Using Learning for Approximation in Stochastic Processes
2451,paper_cite_paper,3882,Predicting defects using network analysis on dependency graphs,An investigation into coupling measures for C++
2451,paper_cite_paper,4408,Predicting defects using network analysis on dependency graphs,Use of relative code churn measures to predict system defect density
2451,paper_cite_paper,1813,Predicting defects using network analysis on dependency graphs,Mining metrics to predict component failures
2452,paper_cite_paper,4359,Globally optimal solutions for energy minimization in stereo vision using reweighted belief propagation,Comparison of graph cuts with belief propagation for stereo using identical MRF parameters
2454,paper_cite_paper,3654,Real-time planning for parameterized human motion,Residual Algorithms: Reinforcement Learning with Function Approximation
2454,paper_cite_paper,70,Real-time planning for parameterized human motion,Motion synthesis from annotations
2454,paper_cite_paper,4740,Real-time planning for parameterized human motion,Responsive characters from motion fragments
2455,paper_cite_paper,291,Self-Adaptive Anytime Stream Clustering,Streaming-data algorithms for high-quality clustering
2455,paper_cite_paper,1146,Self-Adaptive Anytime Stream Clustering,BIRCH: an efficient data clustering method for very large databases
2455,paper_cite_paper,1884,Self-Adaptive Anytime Stream Clustering,Anytime Classification Using the Nearest Neighbor Algorithm with Applications to Stream Mining
2456,paper_cite_paper,4553,Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data,Stochastic Neighbor Embedding
2456,paper_cite_paper,4650,Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data,Sparse Kernel Principal Component Analysis
2456,paper_cite_paper,3042,Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data,Fast Sparse Gaussian Process Methods: The Informative Vector Machine
2457,paper_cite_paper,3611,Forming neural networks through efficient and adaptive coevolution,Implicit niching in a learning classifier system: Nature's way
2457,paper_cite_paper,3743,Forming neural networks through efficient and adaptive coevolution,Is a Learning Classifier System a Type of Neural Network?
2457,paper_cite_paper,532,Forming neural networks through efficient and adaptive coevolution,Searching for diverse cooperative populations with genetic algorithms
2459,paper_cite_paper,1025,StatSnowball: a statistical approach to extracting entity relationships,Discriminative structure and parameter learning for Markov logic networks
2459,paper_cite_paper,2159,StatSnowball: a statistical approach to extracting entity relationships,Scalable training of L 1 -regularized log-linear models
2459,paper_cite_paper,1985,StatSnowball: a statistical approach to extracting entity relationships,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
2459,paper_cite_paper,3214,StatSnowball: a statistical approach to extracting entity relationships,Statistical predicate invention
2459,paper_cite_paper,4007,StatSnowball: a statistical approach to extracting entity relationships,Discriminative training of Markov logic networks
2459,paper_cite_paper,931,StatSnowball: a statistical approach to extracting entity relationships,Efficiently inducing features of conditional random fields
2461,paper_cite_paper,823,Incremental pruning: a simple fast exact method for partially observable Markov decision processes,Reinforcement Learning with Perceptual Aliasing: The Perceptual Distinctions Approach
2461,paper_cite_paper,221,Incremental pruning: a simple fast exact method for partially observable Markov decision processes,Overcoming Incomplete Perception with Utile Distinction Memory
2461,paper_cite_paper,1205,Incremental pruning: a simple fast exact method for partially observable Markov decision processes,Approximating optimal policies for partially observable stochastic domains
2465,paper_cite_paper,733,Geometric crossovers for multiway graph partitioning,Fitness Landscapes Memetic Algorithms and Greedy Operators for Graph Bipartitioning
2467,paper_cite_paper,2113,Modeling scenes with local descriptors and latent aspects,Selection of scale-invariant parts for object class recognition
2467,paper_cite_paper,1990,Modeling scenes with local descriptors and latent aspects,Video Google: a text retrieval approach to object matching in videos
2467,paper_cite_paper,1585,Modeling scenes with local descriptors and latent aspects,Discriminative random fields: a discriminative framework for contextual interaction in classification
2468,paper_cite_paper,1094,Trust based recommender system for the semantic web,Propagation of trust and distrust
2469,paper_cite_paper,1938,Action Recognition from Arbitrary Views using 3D Exemplars,Recognizing action at a distance
2469,paper_cite_paper,4532,Action Recognition from Arbitrary Views using 3D Exemplars,Probabilistic tracking in a metric space
2469,paper_cite_paper,332,Action Recognition from Arbitrary Views using 3D Exemplars,Actions as space-time shapes
2469,paper_cite_paper,4845,Action Recognition from Arbitrary Views using 3D Exemplars,Real-time object detection for smart vehicles
2473,paper_cite_paper,2273,Accelerated Gradient Method for Multi-task Sparse Learning Problem,An accelerated gradient method for trace norm minimization
2473,paper_cite_paper,0,Accelerated Gradient Method for Multi-task Sparse Learning Problem,Online convex programming and generalized infinitesimal gradient ascent
2473,paper_cite_paper,4875,Accelerated Gradient Method for Multi-task Sparse Learning Problem,Blockwise coordinate descent procedures for the multi-task lasso with applications to neural semantic basis discovery
2476,paper_cite_paper,4684,The sentimental factor: improving review classification via human-provided information,On Discriminative vs. Generative Classifiers: A comparison of logistic regression and naive Bayes
2476,paper_cite_paper,3843,The sentimental factor: improving review classification via human-provided information,Mining the peanut gallery: opinion extraction and semantic classification of product reviews
2476,paper_cite_paper,709,The sentimental factor: improving review classification via human-provided information,Thumbs up or thumbs down?: semantic orientation applied to unsupervised classification of reviews
2476,paper_cite_paper,1900,The sentimental factor: improving review classification via human-provided information,Robustness of regularized linear classification methods in text categorization
2477,paper_cite_paper,1201,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Adapting ranking SVM to document retrieval
2477,paper_cite_paper,1387,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Summarizing text documents: sentence selection and evaluation metrics
2477,paper_cite_paper,3526,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,A support vector method for optimizing average precision
2477,paper_cite_paper,158,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,LETOR: Benchmark Dataset for Research on Learning to Rank for Information Retrieval
2477,paper_cite_paper,3545,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Learning to rank using gradient descent
2477,paper_cite_paper,1045,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,A study of smoothing methods for language models applied to Ad Hoc information retrieval
2477,paper_cite_paper,4891,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Inferring probability of relevance using the method of logistic regression
2477,paper_cite_paper,3886,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Linear discriminant model for information retrieval
2477,paper_cite_paper,1348,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Discriminative models for information retrieval
2477,paper_cite_paper,3574,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,A General Boosting Method and its Application to Learning Ranking Functions for Web Search
2477,paper_cite_paper,4114,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,A support vector method for multivariate performance measures
2477,paper_cite_paper,2246,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,Statistics-Based Summarization - Step One: Sentence Compression
2477,paper_cite_paper,674,Machine Learned Sentence Selection Strategies for Query-Biased Summarization,McRank: Learning to Rank Using Multiple Classification and Gradient Boosting
2478,paper_cite_paper,1023,Nonparametric Transforms of Graph Kernels for Semi-Supervised Learning,On Kernel-Target Alignment
2478,paper_cite_paper,1429,Nonparametric Transforms of Graph Kernels for Semi-Supervised Learning,Kernels and Regularization on Graphs
2478,paper_cite_paper,1731,Nonparametric Transforms of Graph Kernels for Semi-Supervised Learning,Cluster Kernels for Semi-Supervised Learning
2479,paper_cite_paper,4441,Modeling human performance of pen stroke gestures,Beyond Fitts' law: models for trajectory-based HCI tasks
2479,paper_cite_paper,4992,Modeling human performance of pen stroke gestures,Scale effects in steering law tasks
2479,paper_cite_paper,3437,Modeling human performance of pen stroke gestures,Touch-typing with a stylus
2479,paper_cite_paper,2204,Modeling human performance of pen stroke gestures,Visual similarity of pen gestures
2480,paper_cite_paper,277,Tractable learning of large Bayes net structures from sparse data,Empirical analysis of predictive algorithms for collaborative filtering
2480,paper_cite_paper,3587,Tractable learning of large Bayes net structures from sparse data,A Bayesian method for constructing Bayesian belief networks from databases
2480,paper_cite_paper,2617,Tractable learning of large Bayes net structures from sparse data,Mining association rules between sets of items in large databases
2480,paper_cite_paper,1796,Tractable learning of large Bayes net structures from sparse data,Optimal Reinsertion: A New Search Operator for Accelerated and More Accurate Bayesian Network Structure Learning
2481,paper_cite_paper,1766,New methods for competitive coevolution,Search-intensive concept induction
2481,paper_cite_paper,4655,New methods for competitive coevolution,On exact specification by examples
2481,paper_cite_paper,532,New methods for competitive coevolution,Searching for diverse cooperative populations with genetic algorithms
2482,paper_cite_paper,2728,A Hybrid Recommender System for Context-aware Recommendations of Mobile Applications,Intelligent techniques for web personalization
2484,paper_cite_paper,3832,OC1: randomized induction of oblique decision trees,Learning oblique decision trees
2485,paper_cite_paper,3769,Non-parametric Modeling of Partially Ranked Data,Conditional Models on the Ranking Poset
2486,paper_cite_paper,2053,Manifold alignment without correspondence,Manifold alignment using Procrustes analysis
2486,paper_cite_paper,799,Manifold alignment without correspondence,Locality Preserving Projections
2487,paper_cite_paper,2552,On the local optimality of LambdaRank,AdaRank: a boosting algorithm for information retrieval
2487,paper_cite_paper,4673,On the local optimality of LambdaRank,Learning structured prediction models: a large margin approach
2487,paper_cite_paper,3061,On the local optimality of LambdaRank,Support vector machine learning for interdependent and structured output spaces
2487,paper_cite_paper,2357,On the local optimality of LambdaRank,Learning to Rank with Nonsmooth Cost Functions
2487,paper_cite_paper,4941,On the local optimality of LambdaRank,Learning to rank: from pairwise approach to listwise approach
2487,paper_cite_paper,3526,On the local optimality of LambdaRank,A support vector method for optimizing average precision
2487,paper_cite_paper,3545,On the local optimality of LambdaRank,Learning to rank using gradient descent
2488,paper_cite_paper,4870,UCP-Networks: A Directed Graphical Representation of Conditional Utilities,Preference-Based Configuration of Web Page Content
2488,paper_cite_paper,4168,UCP-Networks: A Directed Graphical Representation of Conditional Utilities,Graphical models for preference and utility
2490,paper_cite_paper,3859,Appearance-preserving simplification,Interactive texture mapping
2494,paper_cite_paper,1649,Semi-supervised Learning via Gaussian Processes,Covariance Kernels from Bayesian Generative Models
2494,paper_cite_paper,1034,Semi-supervised Learning via Gaussian Processes,Estimating a Kernel Fisher Discriminant in the Presence of Label Noise
2496,paper_cite_paper,5022,Stochastic search using the natural gradient,A New Learning Algorithm for Blind Signal Separation
2496,paper_cite_paper,3238,Stochastic search using the natural gradient,A Natural Policy Gradient
2496,paper_cite_paper,3331,Stochastic search using the natural gradient,Evolving neural networks through augmenting topologies
2499,paper_cite_paper,320,Density connected clustering with local subspace preferences,Automatic subspace clustering of high dimensional data for data mining applications
2499,paper_cite_paper,3432,Density connected clustering with local subspace preferences,OPTICS: ordering points to identify the clustering structure
2499,paper_cite_paper,2695,Density connected clustering with local subspace preferences,Fast algorithms for projected clustering
2500,paper_cite_paper,3730,Predictive state representations: a new theory for modeling dynamical systems,Predictive Representations of State
2501,paper_cite_paper,3703,An application of reinforcement learning to aerobatic helicopter flight,Apprenticeship learning via inverse reinforcement learning
2501,paper_cite_paper,1474,An application of reinforcement learning to aerobatic helicopter flight,Autonomous Helicopter Flight via Reinforcement Learning
2501,paper_cite_paper,2764,An application of reinforcement learning to aerobatic helicopter flight,Learning vehicular dynamics with application to modeling helicopters
2501,paper_cite_paper,3866,An application of reinforcement learning to aerobatic helicopter flight,Exploration in Metric State Spaces
2501,paper_cite_paper,3917,An application of reinforcement learning to aerobatic helicopter flight,Exploration and apprenticeship learning in reinforcement learning
2502,paper_cite_paper,886,Entity Resolution with Markov Logic,Iterative record linkage for cleaning and integration
2502,paper_cite_paper,2251,Entity Resolution with Markov Logic,Reference reconciliation in complex information spaces
2502,paper_cite_paper,538,Entity Resolution with Markov Logic,Memory-efficient inference in relational domains
2502,paper_cite_paper,4007,Entity Resolution with Markov Logic,Discriminative training of Markov logic networks
2502,paper_cite_paper,4329,Entity Resolution with Markov Logic,Conditional Models of Identity Uncertainty with Application to Noun Coreference
2503,paper_cite_paper,3450,Dynamic mixture models for multiple time series,Dynamic topic models
2503,paper_cite_paper,4334,Dynamic mixture models for multiple time series,LDA-based document models for ad-hoc retrieval
2508,paper_cite_paper,698,Cost-based variable-length-gram selection for string collections to support approximate queries efficiently,Record linkage: similarity measures and algorithms
2508,paper_cite_paper,3395,Cost-based variable-length-gram selection for string collections to support approximate queries efficiently,Scaling up all pairs similarity search
2508,paper_cite_paper,4853,Cost-based variable-length-gram selection for string collections to support approximate queries efficiently,Efficient set joins on similarity predicates
2508,paper_cite_paper,2920,Cost-based variable-length-gram selection for string collections to support approximate queries efficiently,Efficient Merging and Filtering Algorithms for Approximate String Searches
2509,paper_cite_paper,83,Semantic role labeling using different syntactic views,Using predicate-argument structures for information extraction
2509,paper_cite_paper,3914,Semantic role labeling using different syntactic views,Semantic role parsing: adding semantic structure to unstructured text
2512,paper_cite_paper,1753,Building text classifiers using positive and unlabeled examples,Combining Labeled and Unlabeled Data for MultiClass Text Categorization
2512,paper_cite_paper,3607,Building text classifiers using positive and unlabeled examples,A sequential algorithm for training text classifiers
2512,paper_cite_paper,1806,Building text classifiers using positive and unlabeled examples,Active + Semi-supervised Learning = Robust Multi-View Learning
2512,paper_cite_paper,5030,Building text classifiers using positive and unlabeled examples,Partially Supervised Classification of Text Documents
2512,paper_cite_paper,2403,Building text classifiers using positive and unlabeled examples,Enhancing Supervised Learning with Unlabeled Data
2512,paper_cite_paper,3128,Building text classifiers using positive and unlabeled examples,Learning with Positive and Unlabeled Examples Using Weighted Logistic Regression
2512,paper_cite_paper,4852,Building text classifiers using positive and unlabeled examples,A re-examination of text categorization methods
2512,paper_cite_paper,1403,Building text classifiers using positive and unlabeled examples,Automatic Capacity Tuning of Very Large VC-Dimension Classifiers
2513,paper_cite_paper,106,Implicit : an agent-based recommendation system for web search,WebMate: a personal agent for browsing and searching
2513,paper_cite_paper,1509,Implicit : an agent-based recommendation system for web search,Recommender systems: a market-based design
2514,paper_cite_paper,653,Topmoumoute Online Natural Gradient Algorithm,An empirical evaluation of deep architectures on problems with many factors of variation
2516,paper_cite_paper,4384,Nearest Neighbor Retrieval Using Distance-Based Hashing,Near-Optimal Hashing Algorithms for Approximate Nearest Neighbor in High Dimensions
2516,paper_cite_paper,3977,Nearest Neighbor Retrieval Using Distance-Based Hashing,Fast pose estimation with parameter-sensitive hashing
2516,paper_cite_paper,4538,Nearest Neighbor Retrieval Using Distance-Based Hashing,Warping indexes with envelope transforms for query by humming
2516,paper_cite_paper,3366,Nearest Neighbor Retrieval Using Distance-Based Hashing,FastMap: a fast algorithm for indexing data-mining and visualization of traditional and multimedia datasets
